                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.8106,                 3.5736,                 3.8985,                 1.3657,                0.00667,                    0.5,                0.00843,                0.00084,                0.00667,                    0.5,                0.00843,                0.00169,                 1.7529,                 2.5825,                 3.8006,                 1.5205,                    0.1,                      0,                      0
